text,aspect,polarity,label
"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",wait,negative,1
"Shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20.",group dinner,neutral,2
The design and atmosphere is just as good.,atmosphere,positive,0
"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",place,negative,1
I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,surrounding,positive,0
"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",salad with a delicious dressing,positive,0
As soon as my father lifted his pen from the check a chef appeared to usher us out.,check,neutral,2
"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",atmosphere,neutral,2
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",tomato sauce,negative,1
"If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place.",white sauce,negative,1
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",beer,positive,0
"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",value,negative,1
The food was mediocre at best but it was the horrible service that made me vow never to go back.,food,neutral,2
"The dinner was ok, nothing I would have again.",dinner,negative,1
"Good, dark atmosphere and the music is a nice touch.",music,positive,0
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,dessert,neutral,2
It looked like shredded cheese partly done - still in strips.,shredded cheese,negative,1
Service is not what one would expect from a joint in this price category.,price category,negative,1
I got an excellent piece of cheesecake and we had several other nice pastries.,pastries,positive,0
Wine list is not huge but def well selected.,Wine list,conflict,3
Really tasty spring rolls and noodles for a good price though.,price,positive,0
If you like spicy food get the chicken vindaloo.,spicy food,neutral,2
"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",dish,neutral,2
Price no more than a Jersey deli but way better.,Price,positive,0
"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",interior,positive,0
"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.",table,negative,1
"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",table,negative,1
"The food arrived 20 minutes after I called, cold and soggy.",food,negative,1
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,service,positive,0
Their whitefish salad is excellent--all whitefish with a little mayo.,whitefish salad,positive,0
He was terribly thirsty after the meal too.,meal,negative,1
"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,positive,0
"Quality ingredients preparation all around, and a very fair price for NYC.",ingredients,positive,0
"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...",Italian food,positive,0
The entertainment was great they have shows that go on through out the dinner.,shows,positive,0
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",lemon salad,negative,1
"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",eats,positive,0
"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",menu,negative,1
I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,wait time,negative,1
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",meat,negative,1
"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",ethnic food,negative,1
They used shredded cheese on top!,shredded cheese,neutral,2
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,lamb chettinad,positive,0
Total hipster-wannabe attitude in an otherwise sweet spot.,spot,positive,0
Waitstaff are very friendly.,Waitstaff,positive,0
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",clubhouse,negative,1
Stuffing yourself with Japanese food is a rare thing.,Japanese food,neutral,2
"Worse of all, $60 was erroneously added to our $80 bill.",bill,negative,1
"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",prices,positive,0
I have never before eaten 40 pieces of relatively good nigiri.,nigiri,neutral,2
"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",seating,negative,1
"The crust is thin, the ingredients are fresh and the staff is friendly.",ingredients,positive,0
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,quantity,positive,0
The food is tasty and portion sizes are appropriate.,food,positive,0
"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",roll,negative,1
"The bread and lamb chops I had before the meal were quite good, however.",bread,positive,0
Owner must have coem on this website to give himself credit.,Owner,neutral,2
"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",bartender,positive,0
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",server,positive,0
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,view,positive,0
"I found the food, service and value exceptional everytime I have been there.",service,positive,0
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,table,negative,1
"Their eggplant is so delicate, sweet tender!",eggplant,positive,0
"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",service,negative,1
Terrific menu full of unique rolls and special dishes.,menu,positive,0
"If you go to Roth's try to be served by Mike, he is GREAT!!",served,positive,0
"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.",sushi bar,neutral,2
Threw my fiance's surprise 30th birthday dinner here couldn't be happier.,dinner,neutral,2
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,meats,neutral,2
"Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.",portraits,positive,0
Right off the L in Brooklyn this is a nice cozy place with good pizza.,place,positive,0
"The place is sleek, modern and playfull and i will return again frequently.",place,positive,0
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",food,positive,0
Go to Volare for 1st class service and terrific food.,food,positive,0
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",food,neutral,2
The entertainment was great they have shows that go on through out the dinner.,entertainment,positive,0
The bagel was huge.,bagel,neutral,2
The price was extremely reasonable for the appetizers and food we ate.,food,positive,0
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",congee,positive,0
The prices are about $9 for an entree for dinner and even less for lunch.,lunch,positive,0
Such nice people working here - but I have to review the food.,food,neutral,2
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",table,negative,1
"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",service,positive,0
The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,table grilling,positive,0
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",kitchen,positive,0
Try the spicy wontons and the salt pepper shrimps.,spicy wontons,positive,0
Has the chef and owner changed???,chef,neutral,2
Plus they made a perfect martini.,martini,positive,0
I've never had bad service and the fish is fresh and delicious.,fish,positive,0
"Service was slow, but the people were friendly.",Service,negative,1
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,meal,positive,0
If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,customers,negative,1
We were also seated promptly at the time of our reservation and the service was very quick and professional.,service,positive,0
"Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).",Price,positive,0
"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.",service,positive,0
Great staff.,staff,positive,0
"good music, great food, speedy service affordable prices.",prices,positive,0
"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",stuffing,positive,0
The service was attentive.,service,positive,0
"The food is amazing, rich pastas and fresh doughy pizza.",food,positive,0
My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,ala carte,neutral,2
"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",mussels,positive,0
"The ambience was nice, but service wasn't so great.",service,negative,1
"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",plate,neutral,2
Highly recommend this as great value for excellent sushi and service.,service,positive,0
"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced.",chocolate cake,conflict,3
I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,lines,negative,1
Highly recommend this as great value for excellent sushi and service.,value,positive,0
"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",bar,neutral,2
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",soupy dumplings,positive,0
"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",Lemon grass chicken,positive,0
"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",cost,positive,0
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",chicken,positive,0
"I found the food, service and value exceptional everytime I have been there.",food,positive,0
Such nice people working here - but I have to review the food.,people,positive,0
The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,waiter,positive,0
we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,seated,positive,0
Service was on par but not wonderful.,Service,conflict,3
"I went here with a friend on a whim, we went someplace else first and couldn't get a table.",table,negative,1
Service was very prompt but slightly rushed.,Service,conflict,3
"Order the panang duck, it's fantastic.",panang duck,positive,0
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhosas,negative,1
"The food is wonderful, tasty and filling, and the service is professional and friendly.",service,positive,0
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",donut like deep fried dough they call Ow Ley Soh,positive,0
I ordered the chu chu curry and my friend ordered the pad thai chicken.,chu chu curry,neutral,2
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",appetizer,neutral,2
The sushi seemed pretty fresh and was adequately proportioned.,sushi,positive,0
My wife and I went to Orsay for Valentine's dinner.,dinner,neutral,2
The service is outstanding and my crab-cake eggs benedict could not have been better.,service,positive,0
"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",Gigondas,positive,0
Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,place,negative,1
You have to increase the service a lot.,service,negative,1
"Great food at REASONABLE prices, makes for an evening that can't be beat!",prices,positive,0
"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",business dinner,positive,0
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,manager,negative,1
The food is reliable and the price is moderate.,food,positive,0
"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",portion,positive,0
"service is friendly, and never had a problem walking in and getting a table.",getting a table,positive,0
"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",staff,conflict,3
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",sommlier,positive,0
"NO more reservations, expensive tips and annoying stuff.",tips,positive,0
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,meal,positive,0
The pizza is good though.,pizza,positive,0
"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",drinks,positive,0
"The flavors are great, and the menu is extensive.",menu,positive,0
This is a consistently great place to dine for lunch or dinner.,lunch,neutral,2
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,money,positive,0
"we did notice however, that some tables had what looked like pita instead of naan.",naan,negative,1
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",pizza,positive,0
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,place,positive,0
"The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).",man,negative,1
"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",garden,positive,0
"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",food,positive,0
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",cold udon,neutral,2
Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,waiting area,negative,1
The menu is nothing like the one on the website.,menu,negative,1
"This is the only Thai place I go too in NYC, it's wonderful, and live relaxed Jazz on certain nights.",Jazz,positive,0
"The service, however, was a bright flower in a garden.",service,positive,0
"Great wine list, reasonably priced.--Sara",priced,positive,0
The pizza was pretty good and huge.,pizza,positive,0
"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,positive,0
"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",drinks,positive,0
From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,delicate butternut squash ravioli in a delicious truffle sauce,positive,0
"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",vegetarian dishes,negative,1
This is the best sushi in new york city - hands down.,sushi,positive,0
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",meal,positive,0
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Scallion Pancake,positive,0
The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,Waitstaff,positive,0
"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",mussaman curry,negative,1
Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.,hostess,positive,0
"The menu was impressive with selections ranging from a burger, to steak, to escargot.",steak,neutral,2
It's simply the best meal in NYC.,meal,positive,0
"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",creme brulee,negative,1
"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",lunch,neutral,2
The service is descent even when this small place is packed.,place,negative,1
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",cheese,negative,1
The bill is approximately $25 for 2 at lunch without drinks.,bill,neutral,2
I got an excellent piece of cheesecake and we had several other nice pastries.,cheesecake,positive,0
"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",food,positive,0
You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,cost,conflict,3
The only friendly staff member was the guy at the bar.,guy,positive,0
"Unless you are eating in the Pizzeria side of this place, and are not in a rush, this place is a bad idea.",place,negative,1
The staff there is very attentive and down to earth.,staff,positive,0
First went here to enjoy their garden terrace.,garden terrace,positive,0
The sushi is average and the prices are anything but.,prices,neutral,2
"The service was typical short-order, dinner type.",service,neutral,2
A cool place to hang with your friends for a couple of healthy drinks and desserts.,place,positive,0
Very affordable and excellent ambient!,ambient,positive,0
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,lunch menu,positive,0
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,panchetta,positive,0
"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",Meal,positive,0
Service was quick.,Service,positive,0
After passing by this restaurant for sometime I finally decided to go in and have dinner.,dinner,neutral,2
"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",burger,positive,0
We had the pot-stickers which were great and a tempura dish that was great.,pot-stickers,positive,0
We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,manager,positive,0
They are served with a free appetizer and the portions are perfect for lunch.,served,neutral,2
The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,seafood,positive,0
Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,fresh mozzerella slices,positive,0
"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",Halibut,negative,1
"Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.",back garden,positive,0
"the food was undercooked-the sauce watery, and the vegetables raw.",vegetables,negative,1
"In such a crappy part of town to find a good value for lunch, this place is great.",lunch,positive,0
I ordered a Lassi and asked 4 times for it but never got it.,Lassi,neutral,2
"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",dish,neutral,2
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",live jazz,positive,0
"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",service,negative,1
"The best Chicken pad tai, I've ever had.",Chicken pad tai,positive,0
"The first 2 courses were very good, but the chocolate sampler was too rich for me and the dessert wine far too sweet.",dessert wine,negative,1
"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",oysters,positive,0
The place's decor and hidden bathrooms made for a good laugh.,bathrooms,positive,0
"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",food,neutral,2
Right off the L in Brooklyn this is a nice cozy place with good pizza.,pizza,positive,0
"The menu was impressive with selections ranging from a burger, to steak, to escargot.",burger,neutral,2
The waitress suggested glasses of wine that went very well with the food.,glasses of wine,positive,0
"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",quality,negative,1
"Service was excellent, and the AC worked very well too (thank God, it was hot!).",AC,positive,0
"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",server,positive,0
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",lamb,positive,0
The cream cheeses are out of this world and I love that coffee!!,cream cheeses,positive,0
"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",desserts,positive,0
The food is tasty and portion sizes are appropriate.,portion sizes,positive,0
But the main hit was the whole grilled fish.,whole grilled fish,positive,0
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,service,positive,0
I had the best ravioli ever.,ravioli,positive,0
The food is prepared quickly and efficiently.,food,positive,0
$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,quality,positive,0
"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",food,negative,1
I had the Pad Thai and the noodles were sticky.,noodles,negative,1
We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,squid,negative,1
I had to share my table with a loud group of kids and the service was rude an unattentive.,service,negative,1
The Yellowtail was particularly good as well.,Yellowtail,positive,0
IT is the best deal in town for a Monday night dinner at a fine restaurant.,dinner,positive,0
"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",spicy tuna roll,negative,1
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",atmosphere,positive,0
"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.",food,positive,0
"Great food, great lay out and awesome service.",food,positive,0
"What is even better, is that the prices are very affordable as well, and the food is really good.",prices,positive,0
"They sell special sushi, everything have a topping, sauce and etc.",sauce,positive,0
Since my first dinner I have had the chance to have brunch at Orsay 3x.,dinner,neutral,2
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",service,positive,0
They have a huge selection of different cream cheeses and all of their salads are great.,salads,positive,0
"The drinks are a saving grace, but service staff, please, get over yourselves.",service staff,negative,1
"Our waitress was sweet and accomodating, not overbearing.",waitress,positive,0
"Quite frankly, this is some of the worst sushi I have ever tried.",sushi,negative,1
The sauce is delicious and the crust is perfect.,sauce,positive,0
Service is average.,Service,neutral,2
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",people serving,positive,0
"I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.",food,neutral,2
"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.",primi,positive,0
"The freshest, best variety, and the fastest delivery.",delivery,positive,0
We both opted for a pasta dish and they were served timely and fresh.,pasta dish,positive,0
"Try the Pad Thai, it's fabulous and their prices are so cheap!",Pad Thai,positive,0
The lamb meat was under-cooked and EXTRMELY CHEWY.,lamb meat,negative,1
Great value for the quality ingredients.,ingredients,positive,0
Knowledge of the chef and the waitress are below average.,chef,negative,1
The location and ambience is Ok but the food is what makes up for it.,ambience,neutral,2
Sushi wasn't anything spectacular for the price.,price,negative,1
Went on a double date with friend and his girlfriend for a few drinks and appetizers.,appetizers,neutral,2
"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",thai food,neutral,2
Jimmy's is hands down the hottest night spot in the Bronx.,spot,positive,0
The service was excellent and the food was delicious.,service,positive,0
The white bean brushetta to start was incredible and the pasta was phenomenal.,white bean brushetta,positive,0
"If it isn't for the food (A+++), it must be the service or the ambience.",service,positive,0
"Overall, I'm still impressed that the place even exists and the prices are quite decent but then again, its Chinatown.",prices,positive,0
"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",house salad,positive,0
"If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you.",food,neutral,2
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,raddichio,negative,1
"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",ambiance,neutral,2
The steak was very fatty and the sauce was overpowering and not very tasty.,sauce,negative,1
"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",mussels,positive,0
"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",sake,positive,0
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,sauce,positive,0
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,atmosphere,positive,0
"Similar to other Indian restaurants, they use the dinner special to attract customers at the door.",dinner special,neutral,2
"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",sandwiches,negative,1
The counter service is bad.,counter service,negative,1
"Not a typical pizza joint, but good for a low key and fairly cheap nice sit down dinner.",dinner,positive,0
The sauce is delicious and the crust is perfect.,crust,positive,0
"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.",drinks,negative,1
"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",glass front,negative,1
"Because of the delicate thin crust, take-out pies get soggy in their boxes.",take-out pies,negative,1
Try their plain pizza with fresh garlic or eggplant.,eggplant,positive,0
Service- friendly and attentive.,Service,positive,0
"It's really also the service, is good and the waiters are friendly.",service,positive,0
The price is reasonable although the service is poor.,service,negative,1
The sandwhiches are out-of-this world!,sandwhiches,positive,0
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",mesclun,positive,0
"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",rice,negative,1
I've been to Naples 45 for dinner twice.,dinner,neutral,2
"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",shell crab,positive,0
"Then, get ripped on free box wine.",box wine,positive,0
"Other than the crappy service from two individuals, it's great.",service,negative,1
"Found service above average, but that could be because we were 13 of us.",service,positive,0
"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",food,neutral,2
They don't walk around with the trays of Dim Sum.,trays of Dim Sum,neutral,2
I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,clams oreganta,positive,0
"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",cost,negative,1
"Delicate spices, onions, eggs and a kick-ass roti.",spices,positive,0
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",appetizer,negative,1
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,cart attendant,negative,1
"Hopefully next time, I will save room for dessert.",dessert,neutral,2
"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",bagels,positive,0
The barebecued salmon is elegantly spiced and not at all dry.,barebecued salmon,positive,0
"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",waiting,negative,1
"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",bacon,negative,1
"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",chips,neutral,2
we decided to eat in tea room which was small and cute.,tea room,positive,0
This is my first time writing a review for a restaurant because the food and service was excellent.,service,positive,0
"Please try the Filet Mignon, its just the most tender piece ever.",Filet Mignon,positive,0
"The food is fresh, delicious, and reasonably priced.",priced,positive,0
"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",meals,negative,1
"though the service could be better (possibly due to more than one very large group in the house), it is very cordial and warm, as is the general clientele.",service,conflict,3
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,Pizza,positive,0
My chow fun and chow see was really bland and oily.,chow fun and chow see,negative,1
You should pass on the calamari.,calamari,negative,1
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,garlic,positive,0
I liked the food at this quasi-thai restaurant.,quasi-thai,positive,0
"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",appetizer,negative,1
"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",table,positive,0
"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",priced,positive,0
Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wine,neutral,2
Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,lox spread,positive,0
